ticket_id,ticket_channel,ticket_priority,product,customer_segment,first_response_time_hours,resolution_time_hours,csat_score,custom_sla_status,resolution_bucket
145500,Chat,Medium,API Service,Individual,20.29,238.73,4,Breached SLA (>48h),Over 48 Hours
110932,Chat,High,API Service,Individual,30.75,238.27,4,Breached SLA (>48h),Over 48 Hours
6683,Social Media,High,API Service,Individual,33.22,68.15,4,Breached SLA (>48h),Over 48 Hours
154350,Email,High,API Service,Individual,22.1,16.66,4,Met SLA (<48h),24 Hour Resolution
58161,Phone,Low,API Service,Small Business,69.06,153.11,4,Breached SLA (>48h),Over 48 Hours
53547,Chat,High,API Service,Small Business,45.82,18.04,4,Met SLA (<48h),24 Hour Resolution
113261,Social Media,High,API Service,Corporate,61.69,74.33,4,Breached SLA (>48h),Over 48 Hours
131248,Social Media,Urgent,API Service,Corporate,50.31,37.75,4,Met SLA (<48h),48 Hour Resolution
119966,Web Form,Urgent,API Service,Individual,9.38,187.86,4,Breached SLA (>48h),Over 48 Hours
155769,Social Media,Urgent,API Service,Individual,30.08,14.22,4,Met SLA (<48h),24 Hour Resolution
59643,Email,High,API Service,Individual,63.72,146.34,4,Breached SLA (>48h),Over 48 Hours
26887,Web Form,Medium,API Service,Small Business,17.71,215.19,4,Breached SLA (>48h),Over 48 Hours
61353,Web Form,High,API Service,Small Business,25.05,68.21,4,Breached SLA (>48h),Over 48 Hours
197638,Web Form,Medium,API Service,Individual,29.94,27.46,4,Met SLA (<48h),48 Hour Resolution
192649,Web Form,Urgent,API Service,Small Business,58.02,234.63,4,Breached SLA (>48h),Over 48 Hours
30814,Email,Medium,API Service,Individual,53.94,54.37,4,Breached SLA (>48h),Over 48 Hours
191646,Web Form,High,API Service,Corporate,7.42,22.99,4,Met SLA (<48h),24 Hour Resolution
31024,Web Form,Low,API Service,Corporate,18.93,27.09,4,Met SLA (<48h),48 Hour Resolution
60720,Email,Low,API Service,Small Business,24.47,191.66,4,Breached SLA (>48h),Over 48 Hours
112468,Email,High,API Service,Individual,62.38,141.37,4,Breached SLA (>48h),Over 48 Hours
173311,Web Form,Low,API Service,Small Business,26.42,74.85,4,Breached SLA (>48h),Over 48 Hours
78487,Chat,Medium,API Service,Individual,35.55,184.59,4,Breached SLA (>48h),Over 48 Hours
7795,Phone,Urgent,API Service,Individual,45.61,147.33,4,Breached SLA (>48h),Over 48 Hours
89820,Web Form,Medium,API Service,Individual,19.28,230.06,4,Breached SLA (>48h),Over 48 Hours
12882,Email,High,API Service,Small Business,7.96,209.21,4,Breached SLA (>48h),Over 48 Hours
74425,Phone,Urgent,API Service,Small Business,34.07,238.55,4,Breached SLA (>48h),Over 48 Hours
82349,Chat,Medium,API Service,Corporate,62.96,24.63,4,Met SLA (<48h),48 Hour Resolution
90042,Email,Medium,API Service,Corporate,28.03,76.97,4,Breached SLA (>48h),Over 48 Hours
98878,Social Media,Urgent,API Service,Small Business,33.05,112.81,4,Breached SLA (>48h),Over 48 Hours
158666,Chat,Medium,API Service,Small Business,44.99,9.58,4,Met SLA (<48h),Same Day Resolution
13461,Chat,High,API Service,Small Business,14.91,224.76,4,Breached SLA (>48h),Over 48 Hours
54947,Email,Medium,API Service,Small Business,7.83,58.58,4,Breached SLA (>48h),Over 48 Hours
82485,Phone,Urgent,API Service,Corporate,22.78,13.82,4,Met SLA (<48h),24 Hour Resolution
159084,Social Media,High,API Service,Individual,39.19,151.29,4,Breached SLA (>48h),Over 48 Hours
106536,Phone,Urgent,API Service,Individual,48.5,223.98,4,Breached SLA (>48h),Over 48 Hours
11259,Chat,Medium,API Service,Individual,51.29,229.4,4,Breached SLA (>48h),Over 48 Hours
71369,Web Form,Medium,API Service,Small Business,55.66,83.25,4,Breached SLA (>48h),Over 48 Hours
186711,Chat,Low,API Service,Individual,43.53,70.96,4,Breached SLA (>48h),Over 48 Hours
90238,Phone,Medium,API Service,Individual,69.13,32.9,4,Met SLA (<48h),48 Hour Resolution
94295,Chat,Low,API Service,Individual,7.02,121.39,4,Breached SLA (>48h),Over 48 Hours
138483,Email,Urgent,API Service,Small Business,30.62,75.85,4,Breached SLA (>48h),Over 48 Hours
147176,Email,Urgent,API Service,Corporate,28.4,110.17,4,Breached SLA (>48h),Over 48 Hours
125614,Phone,High,API Service,Small Business,35.87,219.14,4,Breached SLA (>48h),Over 48 Hours
5359,Web Form,Medium,API Service,Corporate,20.41,41.04,4,Met SLA (<48h),48 Hour Resolution
41845,Phone,Urgent,API Service,Individual,4.47,186.52,4,Breached SLA (>48h),Over 48 Hours
3657,Social Media,Low,API Service,Small Business,56.0,43.49,4,Met SLA (<48h),48 Hour Resolution
117242,Phone,High,API Service,Small Business,10.26,36.92,4,Met SLA (<48h),48 Hour Resolution
16141,Email,High,API Service,Individual,36.35,51.28,4,Breached SLA (>48h),Over 48 Hours
895,Chat,Urgent,API Service,Small Business,17.38,25.27,4,Met SLA (<48h),48 Hour Resolution
28825,Chat,Medium,API Service,Corporate,31.07,112.06,4,Breached SLA (>48h),Over 48 Hours
82480,Phone,Medium,API Service,Individual,1.85,178.57,4,Breached SLA (>48h),Over 48 Hours
34538,Social Media,Urgent,API Service,Corporate,2.57,48.19,4,Breached SLA (>48h),Over 48 Hours
83232,Web Form,Urgent,API Service,Individual,30.54,63.53,4,Breached SLA (>48h),Over 48 Hours
170934,Social Media,Medium,API Service,Individual,14.84,123.7,4,Breached SLA (>48h),Over 48 Hours
163301,Chat,Medium,API Service,Individual,58.28,153.15,4,Breached SLA (>48h),Over 48 Hours
197593,Phone,Medium,API Service,Individual,0.93,231.23,4,Breached SLA (>48h),Over 48 Hours
82773,Phone,Medium,API Service,Corporate,55.51,135.57,4,Breached SLA (>48h),Over 48 Hours
110672,Email,Medium,API Service,Small Business,70.37,183.61,4,Breached SLA (>48h),Over 48 Hours
120090,Email,High,API Service,Individual,25.89,186.62,4,Breached SLA (>48h),Over 48 Hours
117172,Web Form,Low,API Service,Corporate,69.63,166.37,4,Breached SLA (>48h),Over 48 Hours
116478,Email,Urgent,API Service,Small Business,53.31,171.91,4,Breached SLA (>48h),Over 48 Hours
81692,Social Media,High,API Service,Small Business,0.98,67.46,4,Breached SLA (>48h),Over 48 Hours
133973,Web Form,Low,API Service,Small Business,8.44,98.09,4,Breached SLA (>48h),Over 48 Hours
78195,Web Form,Low,API Service,Individual,39.56,57.3,4,Breached SLA (>48h),Over 48 Hours
140530,Social Media,Medium,API Service,Individual,8.78,78.72,4,Breached SLA (>48h),Over 48 Hours
50333,Phone,Medium,API Service,Individual,11.44,62.52,4,Breached SLA (>48h),Over 48 Hours
72270,Email,Low,API Service,Corporate,18.98,46.28,4,Met SLA (<48h),48 Hour Resolution
86422,Phone,Low,API Service,Small Business,30.08,194.29,4,Breached SLA (>48h),Over 48 Hours
124270,Email,Urgent,API Service,Individual,34.28,19.8,4,Met SLA (<48h),24 Hour Resolution
151014,Chat,Medium,API Service,Small Business,37.92,47.48,4,Met SLA (<48h),48 Hour Resolution
47092,Web Form,High,API Service,Small Business,25.84,96.58,4,Breached SLA (>48h),Over 48 Hours
77661,Web Form,Urgent,API Service,Small Business,69.07,87.69,4,Breached SLA (>48h),Over 48 Hours
78164,Chat,Medium,API Service,Individual,28.77,74.34,4,Breached SLA (>48h),Over 48 Hours
165008,Social Media,Low,API Service,Corporate,2.61,23.75,4,Met SLA (<48h),24 Hour Resolution
83235,Email,Low,API Service,Individual,50.65,161.19,4,Breached SLA (>48h),Over 48 Hours
87224,Phone,Medium,API Service,Individual,69.3,68.92,4,Breached SLA (>48h),Over 48 Hours
147399,Chat,Low,API Service,Individual,21.11,190.42,4,Breached SLA (>48h),Over 48 Hours
94375,Web Form,Low,API Service,Small Business,58.66,9.05,4,Met SLA (<48h),Same Day Resolution
78212,Email,Urgent,API Service,Small Business,1.85,43.07,4,Met SLA (<48h),48 Hour Resolution
52096,Email,Medium,API Service,Corporate,36.72,212.39,4,Breached SLA (>48h),Over 48 Hours
86751,Phone,High,API Service,Individual,58.34,44.79,4,Met SLA (<48h),48 Hour Resolution
198312,Chat,Medium,API Service,Small Business,33.88,80.36,4,Breached SLA (>48h),Over 48 Hours
171523,Chat,Urgent,API Service,Corporate,42.45,86.75,4,Breached SLA (>48h),Over 48 Hours
175755,Email,Urgent,API Service,Small Business,16.21,195.19,4,Breached SLA (>48h),Over 48 Hours
105953,Web Form,High,API Service,Individual,9.74,147.49,4,Breached SLA (>48h),Over 48 Hours
157318,Social Media,Medium,API Service,Small Business,29.81,97.36,4,Breached SLA (>48h),Over 48 Hours
102954,Email,Urgent,API Service,Small Business,50.01,170.04,4,Breached SLA (>48h),Over 48 Hours
90741,Phone,Urgent,API Service,Individual,53.81,124.9,4,Breached SLA (>48h),Over 48 Hours
44556,Email,Low,API Service,Individual,7.0,76.54,4,Breached SLA (>48h),Over 48 Hours
137450,Chat,High,API Service,Corporate,33.94,154.96,4,Breached SLA (>48h),Over 48 Hours
128467,Chat,Urgent,API Service,Small Business,31.45,11.15,4,Met SLA (<48h),Same Day Resolution
15010,Web Form,High,API Service,Individual,36.78,22.05,4,Met SLA (<48h),24 Hour Resolution
90919,Chat,Low,API Service,Individual,33.19,188.42,4,Breached SLA (>48h),Over 48 Hours
178661,Chat,Urgent,API Service,Individual,43.06,52.21,4,Breached SLA (>48h),Over 48 Hours
123931,Web Form,High,API Service,Corporate,18.84,215.22,4,Breached SLA (>48h),Over 48 Hours
166777,Email,Low,API Service,Small Business,20.87,57.71,4,Breached SLA (>48h),Over 48 Hours
78653,Email,Low,API Service,Small Business,61.69,104.4,4,Breached SLA (>48h),Over 48 Hours
170546,Social Media,Low,API Service,Corporate,2.81,115.63,4,Breached SLA (>48h),Over 48 Hours
153021,Chat,Urgent,API Service,Small Business,9.6,169.1,4,Breached SLA (>48h),Over 48 Hours
101541,Phone,Urgent,API Service,Individual,54.5,20.12,4,Met SLA (<48h),24 Hour Resolution
15726,Phone,Urgent,API Service,Individual,62.61,11.25,4,Met SLA (<48h),Same Day Resolution
146298,Social Media,Low,API Service,Corporate,66.49,67.17,4,Breached SLA (>48h),Over 48 Hours
3312,Email,Low,API Service,Small Business,56.32,161.79,4,Breached SLA (>48h),Over 48 Hours
15189,Email,Low,API Service,Small Business,4.38,181.7,4,Breached SLA (>48h),Over 48 Hours
43694,Email,Urgent,API Service,Corporate,28.16,122.56,4,Breached SLA (>48h),Over 48 Hours
116591,Web Form,Low,API Service,Corporate,34.42,216.29,4,Breached SLA (>48h),Over 48 Hours
63937,Email,Urgent,API Service,Small Business,1.45,70.82,4,Breached SLA (>48h),Over 48 Hours
85283,Chat,Medium,API Service,Individual,69.01,156.05,4,Breached SLA (>48h),Over 48 Hours
22579,Email,High,API Service,Corporate,29.66,155.86,4,Breached SLA (>48h),Over 48 Hours
11364,Social Media,Low,API Service,Corporate,32.67,75.38,4,Breached SLA (>48h),Over 48 Hours
65637,Email,High,API Service,Corporate,38.05,130.59,4,Breached SLA (>48h),Over 48 Hours
128311,Email,Urgent,API Service,Individual,23.93,12.9,4,Met SLA (<48h),24 Hour Resolution
86283,Social Media,Low,API Service,Individual,49.09,109.63,4,Breached SLA (>48h),Over 48 Hours
134082,Chat,Low,API Service,Small Business,29.96,134.19,4,Breached SLA (>48h),Over 48 Hours
97458,Chat,Low,API Service,Individual,10.22,225.43,4,Breached SLA (>48h),Over 48 Hours
394,Chat,Urgent,API Service,Small Business,68.09,67.02,4,Breached SLA (>48h),Over 48 Hours
172369,Social Media,Low,API Service,Individual,13.35,126.7,4,Breached SLA (>48h),Over 48 Hours
11840,Chat,High,API Service,Small Business,37.01,24.65,4,Met SLA (<48h),48 Hour Resolution
114596,Chat,Low,API Service,Small Business,66.08,185.18,4,Breached SLA (>48h),Over 48 Hours
128802,Web Form,Low,API Service,Corporate,40.42,195.41,4,Breached SLA (>48h),Over 48 Hours
138470,Social Media,Urgent,API Service,Corporate,19.53,200.32,4,Breached SLA (>48h),Over 48 Hours
134145,Web Form,Urgent,API Service,Individual,10.63,19.82,4,Met SLA (<48h),24 Hour Resolution
139198,Phone,High,API Service,Small Business,39.48,161.87,4,Breached SLA (>48h),Over 48 Hours
50598,Phone,Low,API Service,Corporate,15.92,136.93,4,Breached SLA (>48h),Over 48 Hours
189553,Phone,Medium,API Service,Individual,29.28,41.86,4,Met SLA (<48h),48 Hour Resolution
30742,Chat,Medium,API Service,Corporate,70.08,37.59,4,Met SLA (<48h),48 Hour Resolution
167212,Chat,High,API Service,Small Business,18.78,213.42,4,Breached SLA (>48h),Over 48 Hours
23676,Email,Urgent,API Service,Individual,70.56,74.38,4,Breached SLA (>48h),Over 48 Hours
136927,Social Media,Urgent,API Service,Individual,9.36,173.86,4,Breached SLA (>48h),Over 48 Hours
6030,Social Media,Urgent,API Service,Individual,45.11,134.2,4,Breached SLA (>48h),Over 48 Hours
126485,Chat,Low,API Service,Individual,22.95,74.19,4,Breached SLA (>48h),Over 48 Hours
160530,Chat,Medium,API Service,Small Business,39.01,108.2,4,Breached SLA (>48h),Over 48 Hours
18585,Web Form,Low,API Service,Individual,28.28,140.09,4,Breached SLA (>48h),Over 48 Hours
152699,Email,Low,API Service,Individual,33.02,117.27,4,Breached SLA (>48h),Over 48 Hours
100477,Social Media,Medium,API Service,Small Business,41.94,76.23,4,Breached SLA (>48h),Over 48 Hours
113580,Phone,Low,API Service,Small Business,63.75,172.7,4,Breached SLA (>48h),Over 48 Hours
139088,Web Form,High,API Service,Corporate,19.47,4.16,4,Met SLA (<48h),Same Day Resolution
1843,Phone,Medium,API Service,Corporate,7.73,72.32,4,Breached SLA (>48h),Over 48 Hours
6659,Web Form,Medium,API Service,Small Business,8.96,92.52,4,Breached SLA (>48h),Over 48 Hours
147820,Email,High,API Service,Small Business,52.95,90.5,4,Breached SLA (>48h),Over 48 Hours
184929,Email,High,API Service,Small Business,69.38,178.36,4,Breached SLA (>48h),Over 48 Hours
125656,Chat,Urgent,API Service,Small Business,54.36,199.64,4,Breached SLA (>48h),Over 48 Hours
87423,Web Form,Low,API Service,Small Business,30.57,72.92,4,Breached SLA (>48h),Over 48 Hours
51775,Email,Urgent,API Service,Small Business,71.24,43.23,4,Met SLA (<48h),48 Hour Resolution
100070,Email,Urgent,API Service,Corporate,37.38,218.84,4,Breached SLA (>48h),Over 48 Hours
109279,Web Form,Urgent,API Service,Corporate,54.46,233.04,4,Breached SLA (>48h),Over 48 Hours
147407,Web Form,Low,API Service,Individual,2.4,7.49,4,Met SLA (<48h),Same Day Resolution
152979,Email,High,API Service,Small Business,12.94,58.33,4,Breached SLA (>48h),Over 48 Hours
93753,Phone,High,API Service,Corporate,33.63,219.47,4,Breached SLA (>48h),Over 48 Hours
135412,Web Form,High,API Service,Individual,14.38,233.49,4,Breached SLA (>48h),Over 48 Hours
65496,Social Media,High,API Service,Corporate,20.31,42.97,4,Met SLA (<48h),48 Hour Resolution
144001,Social Media,Urgent,API Service,Corporate,20.96,35.32,4,Met SLA (<48h),48 Hour Resolution
190227,Email,Medium,API Service,Small Business,17.98,133.89,4,Breached SLA (>48h),Over 48 Hours
157357,Phone,Medium,API Service,Small Business,67.62,89.99,4,Breached SLA (>48h),Over 48 Hours
167406,Chat,Medium,API Service,Individual,31.85,195.25,4,Breached SLA (>48h),Over 48 Hours
123664,Chat,High,API Service,Small Business,67.4,161.56,4,Breached SLA (>48h),Over 48 Hours
9218,Phone,Medium,API Service,Individual,23.96,45.47,4,Met SLA (<48h),48 Hour Resolution
92662,Email,Low,API Service,Corporate,48.58,3.68,4,Met SLA (<48h),Same Day Resolution
151183,Email,Low,API Service,Individual,10.93,80.1,4,Breached SLA (>48h),Over 48 Hours
127768,Email,High,API Service,Individual,52.08,10.76,4,Met SLA (<48h),Same Day Resolution
189177,Phone,Low,API Service,Small Business,10.3,29.89,4,Met SLA (<48h),48 Hour Resolution
191108,Web Form,Medium,API Service,Individual,21.21,69.81,4,Breached SLA (>48h),Over 48 Hours
172616,Web Form,Low,API Service,Corporate,66.4,47.95,4,Met SLA (<48h),48 Hour Resolution
75275,Web Form,High,API Service,Corporate,8.52,48.72,4,Breached SLA (>48h),Over 48 Hours
29467,Web Form,Medium,API Service,Individual,21.03,154.73,4,Breached SLA (>48h),Over 48 Hours
102248,Email,Low,API Service,Small Business,15.46,151.46,4,Breached SLA (>48h),Over 48 Hours
109898,Social Media,High,API Service,Individual,40.35,69.17,4,Breached SLA (>48h),Over 48 Hours
192639,Chat,Urgent,API Service,Corporate,11.69,126.02,4,Breached SLA (>48h),Over 48 Hours
197502,Chat,Urgent,API Service,Individual,50.76,209.98,4,Breached SLA (>48h),Over 48 Hours
36214,Social Media,Medium,API Service,Small Business,7.68,175.33,4,Breached SLA (>48h),Over 48 Hours
716,Social Media,Medium,API Service,Individual,66.5,183.13,4,Breached SLA (>48h),Over 48 Hours
82374,Chat,High,API Service,Corporate,46.45,21.21,4,Met SLA (<48h),24 Hour Resolution
30657,Phone,Medium,API Service,Corporate,2.62,46.36,4,Met SLA (<48h),48 Hour Resolution
14837,Email,Urgent,API Service,Small Business,67.32,78.81,4,Breached SLA (>48h),Over 48 Hours
5512,Social Media,Low,API Service,Corporate,2.08,16.17,4,Met SLA (<48h),24 Hour Resolution
104477,Social Media,High,API Service,Small Business,55.19,138.82,4,Breached SLA (>48h),Over 48 Hours
183703,Chat,Medium,API Service,Small Business,56.73,130.15,4,Breached SLA (>48h),Over 48 Hours
90793,Social Media,High,API Service,Corporate,52.34,40.43,4,Met SLA (<48h),48 Hour Resolution
55191,Social Media,Low,API Service,Small Business,67.36,182.39,4,Breached SLA (>48h),Over 48 Hours
145039,Phone,Low,API Service,Individual,64.46,83.03,4,Breached SLA (>48h),Over 48 Hours
9257,Social Media,High,API Service,Corporate,8.26,64.01,4,Breached SLA (>48h),Over 48 Hours
90144,Phone,Low,API Service,Small Business,48.05,63.12,4,Breached SLA (>48h),Over 48 Hours
19700,Web Form,Low,API Service,Small Business,9.92,137.2,4,Breached SLA (>48h),Over 48 Hours
61488,Email,Medium,API Service,Small Business,1.19,205.65,4,Breached SLA (>48h),Over 48 Hours
183606,Web Form,Urgent,API Service,Individual,59.56,16.73,4,Met SLA (<48h),24 Hour Resolution
45390,Chat,Low,API Service,Individual,33.72,15.94,4,Met SLA (<48h),24 Hour Resolution
17651,Email,Low,API Service,Small Business,2.3,175.67,4,Breached SLA (>48h),Over 48 Hours
30090,Phone,Urgent,API Service,Individual,62.64,59.4,4,Breached SLA (>48h),Over 48 Hours
30448,Social Media,Low,API Service,Corporate,4.46,124.91,4,Breached SLA (>48h),Over 48 Hours
168984,Chat,Urgent,API Service,Individual,58.88,53.47,4,Breached SLA (>48h),Over 48 Hours
111569,Web Form,Urgent,API Service,Individual,61.7,177.51,4,Breached SLA (>48h),Over 48 Hours
136415,Web Form,High,API Service,Corporate,17.72,103.23,4,Breached SLA (>48h),Over 48 Hours
151296,Email,High,API Service,Corporate,2.99,48.15,4,Breached SLA (>48h),Over 48 Hours
99872,Chat,Low,API Service,Small Business,0.82,216.87,4,Breached SLA (>48h),Over 48 Hours
129017,Phone,Low,API Service,Corporate,54.15,45.0,4,Met SLA (<48h),48 Hour Resolution
52452,Chat,Medium,API Service,Individual,51.57,152.65,4,Breached SLA (>48h),Over 48 Hours
176995,Web Form,Low,API Service,Individual,60.86,159.01,4,Breached SLA (>48h),Over 48 Hours
120043,Chat,Medium,API Service,Individual,65.73,69.48,4,Breached SLA (>48h),Over 48 Hours
143933,Chat,Urgent,API Service,Small Business,64.01,19.63,4,Met SLA (<48h),24 Hour Resolution
169280,Web Form,High,API Service,Corporate,15.9,118.69,4,Breached SLA (>48h),Over 48 Hours
41588,Social Media,Low,API Service,Corporate,34.31,190.45,4,Breached SLA (>48h),Over 48 Hours
10101,Social Media,Urgent,API Service,Individual,61.18,115.64,4,Breached SLA (>48h),Over 48 Hours
148330,Chat,Urgent,API Service,Corporate,55.07,119.01,4,Breached SLA (>48h),Over 48 Hours
49766,Chat,Medium,API Service,Small Business,71.51,74.36,4,Breached SLA (>48h),Over 48 Hours
61405,Web Form,Urgent,API Service,Small Business,8.2,219.72,4,Breached SLA (>48h),Over 48 Hours
144294,Web Form,Urgent,API Service,Individual,66.51,180.6,4,Breached SLA (>48h),Over 48 Hours
95234,Phone,Low,API Service,Small Business,52.26,227.35,4,Breached SLA (>48h),Over 48 Hours
190411,Chat,Urgent,API Service,Small Business,61.18,37.57,4,Met SLA (<48h),48 Hour Resolution
148210,Email,High,API Service,Corporate,18.24,209.11,4,Breached SLA (>48h),Over 48 Hours
51928,Phone,High,API Service,Small Business,32.36,89.49,4,Breached SLA (>48h),Over 48 Hours
96052,Email,Low,API Service,Individual,7.65,33.59,4,Met SLA (<48h),48 Hour Resolution
31059,Social Media,Urgent,API Service,Small Business,28.87,3.89,4,Met SLA (<48h),Same Day Resolution
190872,Social Media,High,API Service,Individual,64.01,163.07,4,Breached SLA (>48h),Over 48 Hours
151657,Chat,High,API Service,Individual,21.98,8.08,4,Met SLA (<48h),Same Day Resolution
118144,Email,High,API Service,Individual,33.54,38.41,4,Met SLA (<48h),48 Hour Resolution
182226,Web Form,Low,API Service,Corporate,9.42,222.68,4,Breached SLA (>48h),Over 48 Hours
82036,Web Form,High,API Service,Individual,23.0,72.82,4,Breached SLA (>48h),Over 48 Hours
131025,Chat,Medium,API Service,Corporate,36.48,238.96,4,Breached SLA (>48h),Over 48 Hours
31060,Web Form,Low,API Service,Corporate,65.08,176.21,4,Breached SLA (>48h),Over 48 Hours
139887,Web Form,High,API Service,Corporate,32.25,201.96,4,Breached SLA (>48h),Over 48 Hours
28461,Chat,Low,API Service,Small Business,19.42,231.34,4,Breached SLA (>48h),Over 48 Hours
95569,Social Media,Low,API Service,Small Business,17.05,204.32,4,Breached SLA (>48h),Over 48 Hours
126796,Social Media,Urgent,API Service,Small Business,0.7,48.34,4,Breached SLA (>48h),Over 48 Hours
184058,Web Form,Low,API Service,Individual,20.3,18.69,4,Met SLA (<48h),24 Hour Resolution
14373,Social Media,Urgent,API Service,Small Business,39.13,78.9,4,Breached SLA (>48h),Over 48 Hours
76062,Chat,Low,API Service,Corporate,45.03,7.4,4,Met SLA (<48h),Same Day Resolution
153275,Email,Medium,API Service,Individual,28.93,201.79,4,Breached SLA (>48h),Over 48 Hours
18868,Social Media,Low,API Service,Individual,56.73,131.36,4,Breached SLA (>48h),Over 48 Hours
69214,Web Form,Medium,API Service,Individual,71.42,123.83,4,Breached SLA (>48h),Over 48 Hours
679,Web Form,Medium,API Service,Corporate,56.38,18.36,4,Met SLA (<48h),24 Hour Resolution
100014,Social Media,Medium,API Service,Individual,7.4,69.41,4,Breached SLA (>48h),Over 48 Hours
173368,Web Form,Medium,API Service,Individual,51.07,48.94,4,Breached SLA (>48h),Over 48 Hours
65064,Social Media,Urgent,API Service,Individual,61.15,106.86,4,Breached SLA (>48h),Over 48 Hours
168177,Phone,Urgent,API Service,Corporate,9.46,98.66,4,Breached SLA (>48h),Over 48 Hours
186855,Email,Medium,API Service,Individual,66.86,78.26,4,Breached SLA (>48h),Over 48 Hours
124276,Phone,Medium,API Service,Individual,15.7,20.47,4,Met SLA (<48h),24 Hour Resolution
160376,Chat,Medium,API Service,Individual,53.69,119.31,4,Breached SLA (>48h),Over 48 Hours
20056,Chat,Low,API Service,Corporate,70.12,136.26,4,Breached SLA (>48h),Over 48 Hours
25641,Social Media,Urgent,API Service,Individual,10.69,49.59,4,Breached SLA (>48h),Over 48 Hours
22885,Phone,High,API Service,Individual,8.7,54.52,4,Breached SLA (>48h),Over 48 Hours
148609,Phone,Urgent,API Service,Individual,35.95,88.98,4,Breached SLA (>48h),Over 48 Hours
169343,Social Media,High,API Service,Corporate,55.21,105.7,4,Breached SLA (>48h),Over 48 Hours
184790,Web Form,Medium,API Service,Small Business,46.61,16.7,4,Met SLA (<48h),24 Hour Resolution
147620,Social Media,Urgent,API Service,Corporate,18.67,233.9,4,Breached SLA (>48h),Over 48 Hours
84566,Email,Urgent,API Service,Small Business,25.18,35.29,4,Met SLA (<48h),48 Hour Resolution
164628,Chat,High,API Service,Individual,42.89,20.82,4,Met SLA (<48h),24 Hour Resolution
180763,Chat,Medium,API Service,Individual,33.73,141.82,4,Breached SLA (>48h),Over 48 Hours
66145,Social Media,Low,API Service,Individual,23.57,160.43,4,Breached SLA (>48h),Over 48 Hours
171476,Phone,High,API Service,Small Business,66.31,189.91,4,Breached SLA (>48h),Over 48 Hours
53225,Phone,Medium,API Service,Individual,30.03,121.83,4,Breached SLA (>48h),Over 48 Hours
174399,Phone,High,API Service,Corporate,67.08,219.97,4,Breached SLA (>48h),Over 48 Hours
180862,Social Media,Medium,API Service,Corporate,49.57,24.08,4,Met SLA (<48h),48 Hour Resolution
199657,Social Media,Urgent,API Service,Small Business,52.05,13.55,4,Met SLA (<48h),24 Hour Resolution
198667,Social Media,High,API Service,Small Business,63.36,227.89,4,Breached SLA (>48h),Over 48 Hours
46178,Social Media,Urgent,API Service,Individual,27.91,138.71,4,Breached SLA (>48h),Over 48 Hours
127004,Phone,Urgent,API Service,Small Business,35.56,32.06,4,Met SLA (<48h),48 Hour Resolution
155876,Social Media,Low,API Service,Individual,42.61,3.2,4,Met SLA (<48h),Same Day Resolution
59082,Phone,Low,API Service,Corporate,54.9,48.73,4,Breached SLA (>48h),Over 48 Hours
71236,Phone,Urgent,API Service,Individual,67.85,88.37,4,Breached SLA (>48h),Over 48 Hours
113523,Social Media,High,API Service,Small Business,0.74,2.57,4,Met SLA (<48h),Same Day Resolution
157464,Email,Low,API Service,Corporate,50.58,239.21,4,Breached SLA (>48h),Over 48 Hours
154446,Social Media,High,API Service,Individual,40.87,128.04,4,Breached SLA (>48h),Over 48 Hours
39114,Chat,Low,API Service,Corporate,12.05,134.83,4,Breached SLA (>48h),Over 48 Hours
39911,Email,Low,API Service,Corporate,36.47,66.35,4,Breached SLA (>48h),Over 48 Hours
94324,Chat,High,API Service,Individual,33.41,221.13,4,Breached SLA (>48h),Over 48 Hours
12809,Phone,Urgent,API Service,Corporate,62.36,26.53,4,Met SLA (<48h),48 Hour Resolution
79178,Chat,Urgent,API Service,Corporate,46.69,146.21,4,Breached SLA (>48h),Over 48 Hours
80653,Email,Medium,API Service,Individual,31.29,7.05,4,Met SLA (<48h),Same Day Resolution
104082,Chat,Urgent,API Service,Small Business,3.97,79.41,4,Breached SLA (>48h),Over 48 Hours
57442,Social Media,High,API Service,Small Business,46.74,131.59,4,Breached SLA (>48h),Over 48 Hours
96488,Email,Urgent,API Service,Small Business,57.4,32.86,4,Met SLA (<48h),48 Hour Resolution
156181,Web Form,High,API Service,Small Business,68.69,2.92,4,Met SLA (<48h),Same Day Resolution
98389,Email,High,API Service,Corporate,69.11,95.58,4,Breached SLA (>48h),Over 48 Hours
18142,Web Form,Low,API Service,Small Business,24.38,227.29,4,Breached SLA (>48h),Over 48 Hours
61597,Social Media,High,API Service,Individual,24.8,191.49,4,Breached SLA (>48h),Over 48 Hours
66333,Phone,Low,API Service,Corporate,46.55,6.19,4,Met SLA (<48h),Same Day Resolution
136998,Chat,Medium,API Service,Corporate,17.58,64.6,4,Breached SLA (>48h),Over 48 Hours
7136,Email,Low,API Service,Small Business,54.87,115.21,4,Breached SLA (>48h),Over 48 Hours
161691,Email,Medium,API Service,Individual,24.17,144.06,4,Breached SLA (>48h),Over 48 Hours
198870,Web Form,Medium,API Service,Corporate,11.91,11.8,4,Met SLA (<48h),Same Day Resolution
153084,Phone,Low,API Service,Individual,27.52,54.5,4,Breached SLA (>48h),Over 48 Hours
140049,Email,Medium,API Service,Individual,62.95,81.52,4,Breached SLA (>48h),Over 48 Hours
91940,Social Media,Medium,API Service,Small Business,51.69,191.43,4,Breached SLA (>48h),Over 48 Hours
